fileyear,Program,Level,Number,Person,Cases,Medi-Cal,ACA,FPACT,CalFresh,CalWorks,IHSS,Child Welfare,Foster Care,DDS,WIC,Black,White,Hispanic,Asian_PI,Native American/Other/Unknown,Female,Male,Unknown/Other Gender,age1 missing,17 and Under,18 and Over,age2 missing,18-64,65 and Over,18 to 59,60 and Over,1 program,2 programs,3 programs,4 programs,5+ programs,1 department,2 departments,3 departments,4 departments,fc age missing,age 0,1 to 2,3 to 5,6 to 10,11 to 15,16 to 17,18 to 20,less than 19,20 to 24,25 to 29,30 to 34,35 and over,wic age 0,wic age 1,wic age 2,wic age 3,wic age 4,wic age 5 to 19,wic age 20 and Over
2017,CalWorks,State Assembly,District 76,3401,1662,3395,,70,3098,,,131,70,44,763,272,835,1835,132,327,1910,1491,,,2787,614,,614,0,,,,211,2376,721,,,2621,746,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Assembly,District 77,1893,924,1885,,28,1760,,,55,24,20,359,190,488,496,163,556,1017,876,,,1469,424,,,,,,,105,1377,377,,,1517,359,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Assembly,District 78,2970,1674,2962,,63,2825,,,104,28,35,653,462,539,1295,103,571,1743,1227,,,2275,695,,,,,,,115,2099,695,,,2292,654,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Assembly,District 79,8772,4973,8748,,168,8340,,,192,83,78,1956,1940,879,3757,477,1719,4854,3918,,,7014,1758,,,,,,,347,6283,1985,,16,6785,1913,58,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Assembly,District 80,14889,6956,14849,,306,14214,,30,315,103,176,3470,1773,841,9935,525,1815,8258,6631,,,12109,2780,,,,,,,513,10563,3516,,31,11332,3410,116,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Assembly,State Assembly Total,1054191,497671,1051698,,25064,1014212,,1649,42601,13924,12759,263275,175870,168672,588456,30946,90247,583960,470231,,,846689,207502,,207278,224,,,497,31359,719081,273503,29751,2118,785114,258127,8832,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District Missing,7164,3268,7121,,166,6527,,,310,165,67,1843,1527,1863,2856,222,696,4135,3029,,,5399,1765,,,,,,16,491,4612,1866,179,41,5263,1811,49,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 01,15049,7025,15026,,227,14114,,28,806,363,252,3895,587,9989,2076,404,1993,8415,6634,,,11363,3686,,3686,0,,,,751,9855,3905,,19,11051,3815,164,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 02,14607,6446,14568,,297,13956,,30,812,312,273,3543,712,6837,4605,470,1983,8197,6410,,,11144,3463,,,,,,,543,9753,3800,,31,10943,3454,179,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 03,13794,6545,13778,,247,12945,,19,463,169,171,2893,4078,3382,4427,551,1356,7619,6175,,,10842,2952,,,,,,,704,9764,3030,,14,10817,2864,99,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 04,31877,14428,31802,,409,30546,,55,1138,430,428,7835,3404,13958,7333,1575,5607,17431,14446,,,24187,7690,,,,,,11,1123,21980,7964,799,65,23828,7713,271,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 05,39781,17791,39710,,400,38124,,22,947,387,561,9706,6649,7791,17757,2994,4590,21802,17979,,,32606,7175,,7163,12,,,,1416,27857,9692,,61,29853,9475,392,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 06,48539,21336,48457,,514,46912,,85,1567,503,359,12015,15772,7054,11588,3341,10784,26470,22069,,,37634,10905,,,,,,15,1366,33898,12326,934,75,36325,11911,228,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 07,11538,5409,11523,,175,10918,,,261,105,111,2395,3593,2061,3490,476,1918,6488,5050,,,9448,2090,,,,,,,528,8366,2451,,11,9092,2367,68,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 08,36778,17056,36723,,462,35421,,56,1236,504,357,10022,5064,9412,17422,1024,3856,20412,16366,,,28893,7885,,,,,,,1156,24666,10052,,50,26629,9822,277,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 09,19706,9907,19663,,921,18973,,29,538,133,189,4419,9769,911,5848,1226,1952,10997,8709,,,16232,3474,,,,,,,575,13628,5099,,38,15186,4360,122,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 10,8906,4521,8895,,184,8296,,26,299,68,100,1944,1859,1042,3792,875,1338,4899,4007,,,7266,1640,,,,,,,489,6193,2018,,,6925,1899,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 11,6667,3294,6654,,233,6502,,20,359,91,105,1520,2187,479,1950,846,1205,3959,2708,,,5159,1508,,,,,,,,4579,1711,237,,5106,1479,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 12,46173,20179,46090,,514,44501,,44,1265,415,401,12226,2461,6291,33487,1164,2770,25258,20915,,,38390,7783,,,,,,11,1409,31535,12349,869,68,33784,12023,298,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 13,2929,1409,2922,,75,2724,,,143,55,30,596,283,361,1735,324,226,1636,1293,,,2418,511,,511,0,,,,173,2019,657,,,2315,593,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 14,69531,31092,69401,,838,67808,,71,1526,610,668,19475,5415,6705,52154,1189,4068,37549,31982,,,58836,10695,,,,,,17,1469,47196,19534,1315,110,49812,19090,519,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 15,9114,4525,9095,,182,8546,,17,436,109,107,1903,698,744,6312,750,610,4927,4187,,,7530,1584,,,,,,,486,6353,2009,,17,7164,1858,75,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 16,51692,23304,51589,,575,49695,,41,1744,785,543,14202,7877,14433,25522,640,3220,28584,23108,,,42002,9690,,,,,,13,1724,34479,14278,1198,90,37250,13971,381,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 17,11853,5538,11825,,210,11196,,37,533,193,170,2496,508,3100,6852,294,1099,6716,5137,,,9302,2551,,,,,,,553,8315,2660,,24,9291,2414,124,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 18,28918,12540,28827,,1476,28163,,35,1802,395,750,7010,1748,4361,21764,397,648,15937,12981,,,23006,5912,,,,,,23,473,19262,7733,1427,81,21543,6838,456,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 19,16309,7024,16270,,204,15399,,24,668,247,304,3820,561,6100,8472,198,978,9150,7159,,,13191,3118,,3118,0,,,,728,11270,3845,,32,12392,3651,234,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 20,44064,19880,43952,,958,42553,,66,1422,529,401,11068,6440,3004,30730,570,3320,24392,19672,,,36113,7951,,,,,,21,1222,30416,11323,1082,96,32814,10848,306,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 21,59240,24690,59127,,1036,57354,,137,3473,1025,807,14722,18892,9082,27410,493,3363,33069,26171,,,46702,12538,,,,,,25,1401,40158,15857,1799,96,44090,14591,463,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 22,23378,10371,23295,,923,22498,,22,1065,362,360,5951,593,1569,19368,1193,655,13010,10368,,,18654,4724,,,,,,23,576,15822,6018,939,74,17296,5710,298,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 23,39850,18214,39743,,674,38382,,91,1478,583,228,9988,7240,7379,21538,600,3093,22166,17684,,,31805,8045,,,,,,18,1236,27346,10383,867,81,29739,9858,172,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 24,34478,16259,34359,,1694,33508,,47,2059,506,596,8677,1957,1291,29854,787,589,18992,15486,,,28693,5785,,5773,12,,,23,608,22879,9443,1525,103,25543,8400,432,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 25,16742,7288,16708,,434,16214,,43,778,299,203,3507,1786,7443,6332,362,819,9285,7457,,,11563,5179,,,,,,,,12020,3856,459,30,13149,3419,144,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 26,4877,2783,4861,,205,4719,,18,219,82,100,1071,1011,1220,1988,204,454,2814,2063,,,3578,1299,,,,,,,,3393,1165,193,16,3754,1043,64,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 27,10767,4944,10744,,375,10374,,30,608,211,263,2216,927,3142,5846,257,595,6009,4758,,,8140,2627,,,,,,,,7560,2483,427,23,8421,2167,156,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 28,23543,10605,23471,,444,22517,,51,682,227,136,5460,2235,3981,15641,180,1506,13138,10405,,,18653,4890,,,,,,15,853,16604,5607,464,61,17993,5389,100,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 29,14236,6925,14209,,253,13497,,25,556,236,119,3189,889,2186,9474,725,962,7803,6433,,,11522,2714,,,,,,,558,10056,3302,,25,11002,3112,97,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 30,59815,30801,59620,,2957,58439,,81,3932,854,851,16651,23126,1310,32986,246,2147,33556,26259,,,49383,10432,,10408,24,,,41,882,38109,17967,2816,166,42753,16306,590,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 31,26475,11461,26397,,463,25087,,63,834,331,195,6330,4937,3080,16152,407,1899,14901,11574,,,21258,5217,,,,,,17,1121,18356,6422,559,68,20029,6234,144,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 32,21098,9590,21019,,855,19928,,31,1075,404,290,5315,1556,1874,16226,550,892,11844,9254,,,16302,4796,,,,,,27,770,14013,5501,787,69,15643,5173,213,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 33,46621,22610,46512,,1980,45257,,54,2416,558,646,12161,6710,1362,36221,1264,1064,25924,20697,,,38962,7659,,7644,15,,,17,875,31004,12918,1807,86,34179,11919,437,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 34,17431,8201,17408,,320,16663,,37,617,281,171,3894,455,1787,13252,1162,775,9431,8000,,,14667,2764,,,,,,11,582,12408,4033,397,19,13481,3801,130,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 35,46351,22835,46219,,1998,45036,,77,2495,588,649,12536,14524,1697,27072,957,2101,25954,20397,,,37647,8704,,,,,,23,902,30287,13199,1940,110,33516,12276,449,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 36,5614,2661,5606,,112,5131,,,243,116,62,1185,470,1485,2952,181,526,3157,2457,,,4518,1096,,,,,,,354,3940,1176,,,4403,1164,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 37,6720,3199,6712,,124,6358,,22,293,123,58,1339,464,1541,3811,246,658,3772,2948,,,5306,1414,,,,,,,276,4875,1396,,,5366,1301,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 38,20190,8175,20154,,201,19407,,24,336,102,166,4537,1845,4043,5524,297,8481,10917,9273,,,14964,5226,,,,,,,657,14728,4502,,28,15591,4443,128,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 39,8024,4352,7991,,186,7677,,15,288,107,90,1856,1603,1201,2919,488,1813,4491,3533,,,6229,1795,,,,,,,281,5590,1965,,27,6107,1837,53,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,District 40,33752,14652,33652,,563,32347,,47,879,361,422,7864,3458,2121,23718,817,3638,18754,14998,,,27182,6570,,,,,,21,1104,23937,8008,682,76,25676,7728,272,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,State Senate,State Senate Total,1054191,483133,1051698,,25064,1014212,,1649,42601,13924,12759,263275,175870,168672,588456,30946,90247,583960,470231,,,846689,207502,,207278,224,,,497,31359,719081,273503,29751,2118,785114,258127,8832,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District Missing,28043,13511,27917,,631,26740,,31,1683,759,281,7338,7544,6117,11038,673,2671,15923,12120,,,21461,6582,,,,,,24,1061,18328,7680,950,104,20535,7208,196,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 01,18887,8336,18853,,324,17912,,36,947,411,372,5099,587,12184,3081,812,2223,10425,8462,,,14400,4487,,,,,,,800,12245,5134,,29,13625,5000,233,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 02,9708,4360,9682,,199,9276,,24,581,218,184,2256,474,4624,2648,404,1558,5466,4242,,,7394,2314,,,,,,,355,6555,2446,,23,7370,2191,124,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 03,18374,8177,18338,,300,17370,,21,608,213,242,4412,2427,7205,6308,892,1542,10025,8349,,,14291,4083,,4083,0,,,,837,12609,4477,,26,13869,4311,168,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 04,8019,3798,8004,,74,7383,,15,482,222,114,1865,253,5328,1397,121,920,4513,3506,,,5995,2024,,,,,,,524,5339,1903,,14,6106,1820,79,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 05,9490,4622,9472,,160,9011,,16,360,148,123,2065,2707,2386,3097,409,891,5306,4184,,,7489,2001,,,,,,,415,6669,2179,,15,7357,2050,68,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 06,39392,17917,39329,,423,38119,,69,1129,319,283,9766,12055,6110,9898,2562,8767,21383,18009,,,30737,8655,,,,,,13,1048,27661,9957,713,59,29460,9701,172,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 07,19917,9644,19880,,187,19105,,41,628,229,175,4548,4422,4945,3648,1111,5791,10925,8992,,,14764,5153,,,,,,,694,14162,4688,,37,15263,4511,106,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 08,45362,19509,45276,,533,43894,,87,1513,624,269,11530,10256,10376,20911,423,3396,25101,20261,,,35850,9512,,,,,,13,1223,31371,11917,838,74,33678,11425,185,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 09,30905,13873,30866,,321,29742,,18,600,274,437,7641,7182,4670,12927,2474,3652,16908,13997,,,25868,5037,,,,,,,955,21756,7610,,34,23102,7463,306,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 10,25560,11001,25504,,277,24222,,,804,248,301,5741,1599,7006,13053,1113,2789,14230,11330,,,20266,5294,,,,,,,1192,18032,5756,,49,19688,5608,215,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 11,10426,5409,10408,,210,9946,,,260,80,93,2276,3430,1268,3799,443,1486,5892,4534,,,8530,1896,,,,,,,400,7467,2367,,15,8103,2250,58,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 12,5557,2812,5549,,195,5442,,18,301,69,95,1272,2005,372,1520,679,981,3289,2268,,,4292,1265,,1265,0,,,,,3821,1443,198,,4249,1238,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 13,14924,7607,14890,,799,14387,,26,428,108,152,3328,7721,618,4063,1025,1497,8290,6634,,,12321,2603,,,,,,,414,10240,3956,,31,11516,3276,101,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 14,2593,1389,2586,,70,2437,,,145,71,31,523,289,354,1291,344,315,1491,1102,,,2116,477,,,,,,,132,1797,577,,,2051,519,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 15,6699,3371,6685,,141,6269,,14,166,45,71,1475,1628,829,2553,539,1150,3713,2986,,,5468,1231,,,,,,,360,4675,1534,,12,5195,1440,52,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 16,56003,24353,55931,,703,54676,,64,1450,529,455,16142,6407,6632,37155,1718,4091,30403,25600,,,46485,9518,,,,,,11,1114,37461,16319,1098,61,39716,15862,364,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 17,3550,1806,3548,,66,3285,,14,144,21,44,755,405,507,1697,479,462,1942,1608,,,2849,701,,,,,,0,204,2481,773,92,,2780,739,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 18,2819,1512,2812,,49,2635,,12,124,35,33,549,263,541,1585,157,273,1540,1279,,,2251,568,,568,0,,,,166,1982,600,,,2255,538,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 19,9859,4717,9841,,188,9269,,21,479,116,100,2088,657,778,7151,746,527,5355,4504,,,8212,1647,,,,,,,497,6879,2199,,17,7730,2037,75,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 20,12493,5475,12450,,199,11881,,31,389,101,131,2887,383,1667,9451,178,814,7013,5480,,,10194,2299,,,,,,,516,8761,2922,,34,9552,2801,106,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 21,41948,18957,41854,,490,40689,,37,970,419,356,11925,3579,3858,31947,352,2212,22651,19297,,,35814,6134,,,,,,,1087,28139,11935,,79,29862,11745,262,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 22,36210,17046,36162,,502,35129,,44,989,488,461,9524,2994,5939,24036,781,2460,19899,16311,,,29378,6832,,,,,,,903,24875,9592,,40,26551,9260,359,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 23,36539,17185,36459,,388,35028,,29,1162,454,427,10136,6074,10210,17669,477,2109,20274,16265,,,29797,6742,,,,,,,1284,24262,10175,,69,26192,10003,275,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 24,10324,4561,10297,,164,9714,,13,418,155,172,2518,310,6071,2883,126,934,5854,4470,,,8104,2220,,,,,,,480,6983,2593,,21,7736,2449,118,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 25,28919,12719,28857,,624,27928,,67,2431,580,590,6994,10061,3985,13339,229,1305,16169,12750,,,22705,6214,,,,,,17,681,19206,7801,1214,54,21616,6921,328,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 26,9285,4190,9268,,106,8738,,23,413,193,227,1933,319,1544,6824,114,484,5215,4070,,,7615,1670,,1670,0,,,,444,6588,1952,,16,7287,1804,178,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 27,8258,3898,8226,,214,7915,,20,523,193,107,1952,1108,978,4951,819,402,4657,3601,,,6343,1915,,,,,,14,238,5616,2108,282,29,6247,1907,75,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 28,13241,6002,13216,,408,12944,,30,422,100,174,2863,582,7001,4915,326,417,7284,5957,,,8881,4360,,,,,,,,9626,3057,350,21,10302,2800,118,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 29,26349,11598,26268,,1374,25682,,32,1619,336,665,6447,1481,3519,20497,312,540,14526,11823,,,21127,5222,,,,,,23,416,17498,7114,1298,74,19571,6303,401,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 30,10434,4990,10407,,414,10135,,22,592,176,261,2221,996,2920,5729,280,509,5805,4629,,,7761,2673,,,,,,,,7283,2517,420,25,8076,2186,147,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 31,34958,16176,34875,,627,33801,,68,1110,529,247,8868,6706,3197,21551,600,2904,19325,15633,,,28485,6473,,,,,,18,966,24061,9178,735,68,25970,8733,187,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 32,20745,9379,20680,,841,19939,,16,1032,407,331,5275,753,1594,17258,523,617,11562,9183,,,16580,4165,,,,,,13,551,13936,5369,876,57,15362,5051,275,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 33,2987,1725,2978,,105,2879,,14,139,39,44,545,633,810,1092,124,328,1727,1260,,,2173,814,,,,,,,,2173,614,104,,2417,533,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 34,26384,13118,26294,,1312,25674,,36,1578,311,467,6691,1790,716,22766,659,453,14475,11909,,,22138,4246,,,,,,17,466,17400,7332,1169,76,19494,6479,335,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 35,26884,12283,26816,,641,25862,,31,879,286,270,6548,2800,1917,19845,352,1970,14929,11955,,,22095,4789,,,,,,13,817,18681,6676,697,60,20220,6396,208,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 36,27038,11074,26967,,520,26141,,70,982,284,135,6570,3594,4668,17050,188,1538,15121,11917,,,21431,5607,,,,,,11,739,18844,6845,599,51,20392,6496,99,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 37,30001,16560,29889,,1556,29293,,43,1885,446,431,8327,13560,1059,13815,202,1365,17010,12991,,,24058,5943,,5927,16,,,18,474,19121,8979,1409,96,21444,8173,288,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 38,16390,7818,16320,,664,15472,,23,832,293,242,4189,1055,1353,12899,415,668,9174,7216,,,12732,3658,,,,,,25,579,10864,4308,614,60,12084,4068,178,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 39,7432,3382,7412,,121,6983,,11,337,161,71,1680,478,1198,4912,379,465,4146,3286,,,5922,1510,,,,,,,342,5162,1749,,19,5719,1638,56,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 40,42037,20964,41934,,2054,40867,,44,2424,595,597,11073,4743,818,35543,156,777,23263,18774,,,35561,6476,,6462,14,,,20,726,27624,11811,1856,85,30734,10776,442,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 41,22500,9726,22437,,386,21335,,46,679,275,159,5389,4391,2384,13997,303,1425,12596,9904,,,18187,4313,,,,,,,950,15615,5474,,57,17016,5308,119,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 42,11449,5571,11407,,185,10687,,43,299,113,99,2591,1175,2641,6304,207,1122,6479,4970,,,8879,2570,,,,,,13,619,7997,2593,227,35,8798,2546,70,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 43,31634,17932,31537,,1321,30737,,55,1784,396,462,8381,11429,1041,17221,472,1471,17724,13910,,,25759,5875,,,,,,22,567,20839,8902,1304,81,23031,8210,312,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 44,45240,21611,45131,,2060,44056,,59,2481,550,595,12548,12042,1224,29769,752,1453,25285,19955,,,37303,7937,,7926,11,,,17,815,29228,13235,1945,92,32430,12301,417,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 45,4470,2110,4466,,76,4227,,20,219,93,46,846,369,978,2394,191,538,2484,1986,,,3490,980,,,,,,,183,3267,895,,,3611,821,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 46,18397,8431,18368,,323,17563,,28,613,272,146,4170,606,1571,14787,614,819,9883,8514,,,15635,2762,,,,,,,618,13111,4290,,23,14185,4068,121,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 47,17715,8750,17665,,512,17044,,41,901,256,241,4235,3181,1743,10377,1604,810,9870,7845,,,14301,3414,,,,,,14,460,12156,4529,556,43,13355,4162,155,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 48,5146,2940,5143,,105,4901,,16,170,74,45,1025,165,1193,3005,404,379,2873,2273,,,4125,1021,,,,,,,199,3752,1073,,,4111,994,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 49,4298,2077,4290,,83,3917,,,180,96,52,952,318,1094,2318,151,417,2416,1882,,,3514,784,,784,0,,,,275,2988,920,,,3323,935,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 50,12842,5612,12815,,126,12242,,16,201,76,111,2852,717,2877,3882,167,5199,6920,5922,,,9610,3232,,,,,,,505,9345,2792,,20,9948,2789,85,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 51,28954,12568,28880,,459,27831,,41,736,300,377,6821,2532,1561,21046,663,3152,16096,12858,,,23357,5597,,,,,,17,877,20532,6949,579,61,21944,6708,241,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 52,2586,1294,2576,,51,2422,,,84,29,32,512,301,704,714,188,679,1426,1160,,,1963,623,,,,,,,130,1851,556,,,2050,510,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,District 53,14017,7030,13983,,203,13436,,18,296,109,133,3118,2334,1789,4850,514,4530,7709,6308,,,10633,3384,,,,,,,465,10167,3153,,24,10836,3066,91,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,U.S. Congress,U.S. Congress Total,1054191,492476,1051698,,25064,1014212,,1649,42601,13924,12759,263275,175870,168672,588456,30946,90247,583960,470231,,,846689,207502,,207278,224,,,497,31359,719081,273503,29751,2118,785114,258127,8832,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,Alameda,22702,11121,22648,,970,21618,,44,646,189,239,5026,9581,1629,6979,1674,2839,12595,10107,,,18681,4021,,4009,12,,,,866,15628,5739,,48,17554,4940,160,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,Alpine,,,,,0,,,0,0,0,0,0,0,,0,,0,,,,,,,,0,0,,,,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,Amador,548,244,548,,,503,,0,40,13,19,126,,414,75,,48,322,226,,,387,161,,161,0,,,0,33,362,123,30,0,418,115,15,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,Butte,6923,3054,6910,,105,6639,,17,314,131,152,1823,293,4149,1233,501,747,3813,3110,,,5246,1677,,,,,,,,4593,1843,248,,5032,1790,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,Calaveras,981,430,979,,,908,,,78,35,14,222,19,735,150,14,63,518,463,,,710,271,,271,0,,,0,65,642,238,36,,753,216,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,Colusa,346,148,344,,,322,,,21,,,72,,112,206,0,,189,157,,,285,61,,61,0,,,0,,233,85,,,272,70,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,Contra Costa,16053,7554,16033,,290,15255,,,394,141,146,3436,5607,2382,5092,657,2315,9041,7012,,,13131,2922,,,,,,,665,11554,3540,,16,12547,3401,89,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,Del Norte,1720,684,1718,,50,1678,,,71,27,37,447,26,1009,194,153,338,943,777,,,1236,484,,484,0,,,,,1146,495,49,,1256,440,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,El Dorado,2030,948,2024,,13,1889,,,115,55,32,444,48,1357,335,31,259,1125,905,,,1530,500,,500,0,,,,111,1407,449,,,1574,430,,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,Fresno,59921,23669,59837,,831,58531,,96,1585,693,484,17066,7807,7189,38016,1705,5204,32687,27234,,,49290,10631,,,,,,12,1167,40235,17282,1225,70,42701,16759,391,,,,,,,,,,,,,,,,,,,,
2017,CalWorks,County,Glenn,859,361,859,,20,807,,,32,,15,233,17,356,372,37,77,491,368,,,660,199,,199,0,,,0,43,549,242,25,0,620,,,,,,,,,,,,,,,,,,,,,,
