NAME,B01003_001E,B25014_001E,B25014_005E,B25014_006E,B25014_007E,B25014_011E,B25014_012E,B25014_013E,B25106_006E,B25106_010E,B25106_014E,B25106_018E,B25106_022E,B25106_028E,B25106_032E,B25106_036E,B25106_040E,B25106_044E,state,county,Year
"Santa Cruz County, California",272138.0,96476.0,1562.0,296.0,122.0,2610.0,1437.0,748.0,2880.0,2170.0,2113.0,2923.0,8443.0,4642.0,3946.0,2976.0,4296.0,3382.0,06,087,2021
"Shasta County, California",181935.0,71314.0,735.0,142.0,83.0,907.0,224.0,85.0,3438.0,2840.0,2359.0,2673.0,1845.0,4797.0,3428.0,2289.0,1343.0,261.0,06,089,2021
"Sierra County, California",3079.0,1151.0,6.0,0.0,0.0,16.0,0.0,0.0,146.0,71.0,5.0,36.0,9.0,10.0,41.0,8.0,12.0,0.0,06,091,2021
"Siskiyou County, California",44151.0,18598.0,190.0,64.0,11.0,308.0,58.0,27.0,1153.0,642.0,563.0,506.0,269.0,1481.0,908.0,355.0,201.0,0.0,06,093,2021
"Solano County, California",451432.0,153632.0,1888.0,539.0,211.0,3884.0,1668.0,419.0,3685.0,3224.0,4079.0,6149.0,9723.0,6327.0,5952.0,6127.0,7154.0,4050.0,06,095,2021
"Sonoma County, California",492498.0,188841.0,1812.0,547.0,226.0,4664.0,1491.0,617.0,5054.0,4830.0,4265.0,6536.0,15656.0,7818.0,7102.0,7028.0,8897.0,6811.0,06,097,2021
"Stanislaus County, California",550842.0,175067.0,3974.0,780.0,527.0,5361.0,1249.0,665.0,5651.0,5609.0,6489.0,6521.0,5410.0,10990.0,10023.0,7358.0,5227.0,710.0,06,099,2021
"Sutter County, California",99080.0,32703.0,539.0,180.0,69.0,958.0,258.0,62.0,1095.0,974.0,799.0,1426.0,996.0,1694.0,1760.0,1456.0,1009.0,68.0,06,101,2021
"Tehama County, California",65345.0,24551.0,380.0,243.0,30.0,243.0,81.0,8.0,1470.0,1163.0,837.0,545.0,484.0,1600.0,1522.0,435.0,290.0,69.0,06,103,2021
"Trinity County, California",15818.0,5492.0,95.0,19.0,0.0,117.0,0.0,0.0,377.0,194.0,264.0,155.0,104.0,283.0,212.0,64.0,15.0,0.0,06,105,2021
"Tulare County, California",470999.0,139631.0,3802.0,818.0,326.0,6732.0,1529.0,704.0,5522.0,5503.0,4424.0,4872.0,2676.0,11496.0,10237.0,4945.0,1397.0,487.0,06,107,2021
"Tuolumne County, California",55243.0,23103.0,274.0,20.0,0.0,240.0,116.0,18.0,1409.0,943.0,947.0,1092.0,1534.0,1243.0,868.0,645.0,224.0,12.0,06,109,2021
"Ventura County, California",845255.0,274471.0,4468.0,702.0,443.0,7344.0,3315.0,1118.0,6432.0,7299.0,6172.0,11159.0,24132.0,9859.0,11185.0,11008.0,11985.0,11650.0,06,111,2021
"Yolo County, California",216703.0,75471.0,680.0,64.0,66.0,2764.0,1045.0,217.0,1590.0,1082.0,1026.0,1675.0,3551.0,6621.0,4499.0,2991.0,2952.0,1086.0,06,113,2021
"Yuba County, California",80404.0,26888.0,589.0,36.0,19.0,539.0,214.0,89.0,1077.0,846.0,1115.0,1001.0,879.0,1958.0,1306.0,837.0,577.0,288.0,06,115,2021
